Chr	Start	Stop	GeneID	Max_norm_counts	RH4_dCBP1_072221_CWRU	RH4_DMSO_072221_CWRU	Norm_RH4_dCBP1_072221_CWRU	Norm_RH4_DMSO_072221_CWRU
6	28525881	28534955	GPX5	0.00	0	0	0.00	0.00
19	1103994	1106779	GPX4	14.78	147.58	122.71	14.78	12.29
5	151020591	151028988	GPX3	0.02	0.22	0.22	0.02	0.02
14	64939158	64942745	GPX2	0.02	0.24	0.12	0.02	0.01
3	49357176	49358353	GPX1	10.53	105.13	87.5	10.53	8.76
16	46884362	46931289	GPT2	0.44	4.36	2.17	0.44	0.22
8	144503068	144507172	GPT	0.01	0.06	0.03	0.01	0.00
6	32190766	32195523	GPSM3	0.13	1.27	1.34	0.13	0.13
1	108875350	108934545	GPSM2	0.63	6.31	4.01	0.63	0.40
9	136327539	136359605	GPSM1	0.45	3.01	4.5	0.30	0.45
17	7312661	7315360	GPS2	0.56	5.55	4.94	0.56	0.49
17	82050932	82057470	GPS1	4.16	41.51	36.04	4.16	3.61
4	89236383	89307800	GPRIN3	0.00	0.04	0.01	0.00	0.00
10	46541736	46557596	GPRIN2	0.00	0	0	0.00	0.00
5	176595802	176610156	GPRIN1	0.06	0.62	0.55	0.06	0.06
6	116788512	116831128	GPRC6A	0.00	0	0	0.00	0.00
12	12927726	13022498	GPRC5D-AS1	0.05	0.17	0.51	0.02	0.05
12	12940518	12955908	GPRC5D	0.01	0	0.08	0.00	0.01
17	74431350	74451658	GPRC5C	0.04	0.14	0.43	0.01	0.04
16	19856691	19886045	GPRC5B	0.17	1.65	1.59	0.17	0.16
12	12891562	12917937	GPRC5A	0.11	0.1	1.08	0.01	0.11
X	102712448	102717733	GPRASP2	0.28	2.33	2.76	0.23	0.28
X	102651483	102659083	GPRASP1	0.03	0.19	0.3	0.02	0.03
9	130140610	130144219	GPRACR	0.00	0.04	0.04	0.00	0.00
1	147928420	147993592	GPR89B	0.37	3.04	3.72	0.30	0.37
1	145607987	145670977	GPR89A	0.79	7.88	5.87	0.79	0.59
1	100538139	100542021	GPR88	0.00	0	0.01	0.00	0.00
3	151294086	151316820	GPR87	0.01	0.07	0	0.01	0.00
7	113081854	113087724	GPR85	0.01	0.13	0.07	0.01	0.01
12	54362445	54365224	GPR84	0.01	0	0.07	0.00	0.01
11	94377316	94401419	GPR83	0.01	0.06	0.01	0.01	0.00
X	41724181	41730130	GPR82	0.02	0.06	0.17	0.01	0.02
4	8580392	8590023	GPR78	0.00	0	0	0.00	0.00
2	53670293	53859967	GPR75-ASB3	0.00	0	0	0.00	0.00
2	53852912	53859967	GPR75	0.03	0.28	0.16	0.03	0.02
14	91232532	91264581	GPR68	0.01	0.05	0.06	0.01	0.01
14	88005135	88014811	GPR65	0.00	0.04	0.02	0.00	0.00
6	96794125	96837477	GPR63	0.01	0.05	0.02	0.01	0.00
3	51955381	51957499	GPR62	0.01	0	0.09	0.00	0.01
1	109539872	109547260	GPR61	0.02	0.24	0.09	0.02	0.01
6	109978311	109980720	GPR6	0.00	0	0	0.00	0.00
2	230907318	230961270	GPR55	0.00	0	0	0.00	0.00
1	174447964	174449545	GPR52	0.03	0.32	0.03	0.03	0.00
X	151175198	151177836	GPR50-AS1	0.00	0	0	0.00	0.00
X	151176584	151182855	GPR50	0.00	0	0	0.00	0.00
2	105241743	105243467	GPR45	0.00	0	0	0.00	0.00
19	35371068	35372962	GPR42	0.00	0	0	0.00	0.00
19	45589764	45602212	GPR4	0.00	0.03	0	0.00	0.00
2	132416805	132646582	GPR39	0.01	0.03	0.11	0.00	0.01
1	202118669	202133592	GPR37L1	0.00	0.04	0.02	0.00	0.00
7	124743885	124765792	GPR37	0.06	0.58	0.5	0.06	0.05
2	240605430	240633159	GPR35	0.00	0.01	0	0.00	0.00
X	41686397	41697275	GPR34	0.02	0.15	0.12	0.02	0.01
14	31482875	31488039	GPR33	0.00	0	0	0.00	0.00
19	50770464	50771732	GPR32	0.00	0	0	0.00	0.00
6	167155247	167157980	GPR31	0.00	0	0	0.00	0.00
1	27392622	27395814	GPR3	0.13	1.25	0.96	0.13	0.10
3	71753855	71756496	GPR27	0.10	1.01	0.44	0.10	0.04
10	123666355	123697399	GPR26	0.00	0	0	0.00	0.00
1	200872981	200874178	GPR25	0.00	0	0	0.00	0.00
7	107470057	107476207	GPR22	0.02	0.23	0.03	0.02	0.00
9	123033635	123042751	GPR21	0.02	0.16	0.07	0.02	0.01
8	141356470	141367286	GPR20	0.00	0	0	0.00	0.00
1	34975699	34978706	GPR199P	0.02	0.24	0.1	0.02	0.01
12	12659691	12717786	GPR19	0.01	0.13	0.12	0.01	0.01
13	99294273	99307399	GPR183	0.02	0.15	0.12	0.02	0.01
12	56993590	56998447	GPR182	0.02	0.23	0.1	0.02	0.01
13	94601857	94634661	GPR180	0.62	6.15	4.13	0.62	0.41
13	99254713	99262498	GPR18	0.02	0.23	0.09	0.02	0.01
17	38324571	38343956	GPR179	0.01	0.12	0.02	0.01	0.00
15	39921016	39925880	GPR176-DT	0.01	0.1	0.03	0.01	0.00
15	39795049	39920939	GPR176	0.34	3.43	2.76	0.34	0.28
X	79144688	79175318	GPR174	0.00	0	0.01	0.00	0.00
X	53048789	53080615	GPR173	0.03	0.3	0.25	0.03	0.03
3	151197754	151203674	GPR171	0.01	0.09	0.09	0.01	0.01
2	127646153	127652639	GPR17	0.01	0	0.06	0.00	0.01
12	6821821	6827421	GPR162	0.08	0.8	0.64	0.08	0.06
1	168079542	168137667	GPR161	0.25	2.51	1.74	0.25	0.17
3	170037995	170085417	GPR160	0.09	0.9	0.33	0.09	0.03
10	25158072	25176276	GPR158-AS1	0.00	0	0	0.00	0.00
10	25174737	25602229	GPR158	0.00	0	0	0.00	0.00
1	9100305	9129124	GPR157	0.03	0.25	0.06	0.03	0.01
3	120165478	120285222	GPR156	0.01	0.1	0.04	0.01	0.00
2	174431571	174494001	GPR155	0.10	0.95	0.5	0.10	0.05
1	6247353	6261098	GPR153	0.92	8.34	9.2	0.84	0.92
11	67451301	67452729	GPR152	0.00	0	0	0.00	0.00
5	146513144	146516190	GPR151	0.01	0.09	0.14	0.01	0.01
5	95620087	95622142	GPR150	0.00	0	0	0.00	0.00
3	98531978	98534681	GPR15	0.00	0	0	0.00	0.00
3	154334943	154430190	GPR149	0.00	0	0	0.00	0.00
2	130729070	130730336	GPR148	0.00	0	0	0.00	0.00
7	1044546	1059261	GPR146	0.05	0.49	0.29	0.05	0.03
X	9725346	9786260	GPR143	0.00	0	0	0.00	0.00
17	74367506	74372600	GPR142	0.00	0	0	0.00	0.00
7	37683560	37743835	GPR141	0.00	0	0	0.00	0.00
16	20028239	20073890	GPR139	0.00	0	0	0.00	0.00
14	52552836	52637713	GPR137C	0.19	1.89	1.37	0.19	0.14
1	236142529	236213535	GPR137B	0.20	1.97	1.11	0.20	0.11
11	64270337	64289500	GPR137	0.51	5.12	3.47	0.51	0.35
14	59452773	59465636	GPR135	0.04	0.26	0.36	0.03	0.04
14	105049395	105065430	GPR132	0.00	0	0.02	0.00	0.00
13	26755200	26760786	GPR12	0.00	0	0	0.00	0.00
X	130379449	130385674	GPR119	0.00	0.02	0	0.00	0.00
19	6729914	6737580	GPR108	0.51	5.12	4.88	0.51	0.49
9	130053906	130140164	GPR107	1.76	17.62	12.95	1.76	1.30
X	137023929	137033995	GPR101	0.00	0.01	0	0.00	0.00
7	23246766	23275110	GPNMB	0.01	0.05	0.02	0.01	0.00
12	110452486	110468721	GPN3	2.68	26.81	14.82	2.68	1.48
1	26876132	26890283	GPN2	0.46	4.6	3.32	0.46	0.33
2	27628247	27651511	GPN1	2.52	25.16	15.14	2.52	1.52
X	13770922	13938713	GPM6B	1.49	11.72	14.87	1.17	1.49
4	175790307	175812189	GPM6A-DT	0.00	0	0	0.00	0.00
4	175632937	176002691	GPM6A	0.00	0	0	0.00	0.00
6	24423969	24495232	GPLD1	0.01	0.04	0.05	0.00	0.01
X	49113396	49124547	GPKOW	0.34	3.4	2.06	0.34	0.21
8	143213218	143217170	GPIHBP1	0.00	0	0	0.00	0.00
19	34353330	34402413	GPI	2.88	28.8	25.98	2.88	2.60
14	66507934	67181805	GPHN	0.48	4.78	3.98	0.48	0.40
14	63312835	63318935	GPHB5	0.00	0	0	0.00	0.00
11	64934471	64938131	GPHA2	0.00	0	0	0.00	0.00
7	1087118	1093810	GPER1	0.01	0.06	0.11	0.01	0.01
2	156435290	156586403	GPD2	1.00	9.97	6.8	1.00	0.68
3	32106620	32168715	GPD1L	0.47	4.74	2.24	0.47	0.22
12	50104008	50111313	GPD1	0.01	0.1	0	0.01	0.00
20	5544439	5611046	GPCPD1	0.32	2.29	3.22	0.23	0.32
13	93818424	93858473	GPC6-AS2	0.00	0	0	0.00	0.00
13	94154193	94187991	GPC6-AS1	0.00	0	0	0.00	0.00
13	93226807	94408020	GPC6	0.24	2.43	2.03	0.24	0.20
13	92339794	92352207	GPC5-AS2	0.00	0	0	0.00	0.00
13	92701389	92721614	GPC5-AS1	0.00	0	0	0.00	0.00
13	91398621	92867237	GPC5	0.01	0.1	0.03	0.01	0.00
X	133300103	133415489	GPC4	0.70	6.63	6.95	0.66	0.70
X	133897443	133897921	GPC3-AS1	0.00	0	0	0.00	0.00
X	133535745	133985616	GPC3	0.76	7.56	5.54	0.76	0.55
7	100169606	100177381	GPC2	0.07	0.71	0.58	0.07	0.06
2	240435663	240468076	GPC1	1.91	19.05	18.33	1.91	1.84
1	45627304	45688110	GPBP1L1	2.46	24.55	18.52	2.46	1.85
5	57174059	57264679	GPBP1	1.58	15.78	13.97	1.58	1.40
2	218259496	218263861	GPBAR1	0.03	0.32	0.2	0.03	0.02
17	44395277	44503589	GPATCH8	0.30	3.02	1.56	0.30	0.16
1	156594301	156601479	GPATCH4	0.22	1.67	2.21	0.17	0.22
1	26890488	26900467	GPATCH3	0.82	8.18	5.58	0.82	0.56
14	76151912	76214473	GPATCH2L	0.98	9.82	9.34	0.98	0.94
1	217426992	217631090	GPATCH2	0.84	8.42	4.63	0.84	0.46
2	37084518	37099244	GPATCH11	0.91	9.11	3.65	0.91	0.37
19	33081168	33130542	GPATCH1	0.33	3.28	2.18	0.33	0.22
8	41534305	41578368	GPAT4-AS1	0.04	0	0.4	0.00	0.04
8	41578190	41625001	GPAT4	1.36	13.58	10.08	1.36	1.01
4	83535634	83605875	GPAT3	0.06	0.55	0.37	0.06	0.04
2	96021946	96036265	GPAT2	0.00	0	0	0.00	0.00
6	31661228	31666283	GPANK1	0.50	5.02	4.71	0.50	0.47
10	112149865	112216306	GPAM	0.96	9.56	4.64	0.96	0.46
13	44989538	45037669	GPALPP1	0.63	6.27	4.57	0.63	0.46
8	144082634	144086216	GPAA1	1.90	19.01	17.73	1.90	1.78
1	167052836	167090392	GPA33	0.00	0	0	0.00	0.00
3	129055449	129062411	GP9	0.00	0	0	0.00	0.00
19	55006033	55042913	GP6-AS1	0.00	0	0	0.00	0.00
19	55013705	55038264	GP6	0.44	4.36	3.79	0.44	0.38
3	194394821	194399266	GP5	0.00	0	0	0.00	0.00
16	20309574	20327513	GP2	0.00	0	0	0.00	0.00
22	19723539	19724771	GP1BB	0.01	0.14	0	0.01	0.00
17	4932277	4935023	GP1BA	0.04	0.35	0.13	0.04	0.01
16	58707131	58734316	GOT2	2.58	25.77	23.87	2.58	2.39
8	37933548	37940503	GOT1L1	0.00	0	0	0.00	0.00
10	99396870	99430624	GOT1	1.98	19.74	9.84	1.98	0.99
17	46923108	46975519	GOSR2	2.53	25.27	21.52	2.53	2.15
17	30477402	30527592	GOSR1	1.12	11.14	6.46	1.12	0.65
2	170928477	170967130	GORASP2	3.53	35.22	27.71	3.53	2.77
3	39096599	39107843	GORASP1	0.44	4.4	4.31	0.44	0.43
1	170461317	170532609	GORAB-AS1	0.01	0.1	0	0.01	0.00
1	170532134	170553834	GORAB	0.44	4.4	2.41	0.44	0.24
6	117560269	117602520	GOPC	0.89	8.88	6.6	0.89	0.66
14	93202894	93207065	GON7	1.30	13.03	8.62	1.30	0.86
1	155749659	155859431	GON4L	0.40	4.02	2.09	0.40	0.21
12	21501176	21518408	GOLT1B	2.93	29.21	20.19	2.93	2.02
1	204198158	204214092	GOLT1A	0.00	0	0	0.00	0.00
1	150646230	150697154	GOLPH3L	1.59	15.84	6.18	1.59	0.62
5	32124711	32174319	GOLPH3	2.80	27.91	21	2.80	2.10
15	44288709	44415758	GOLM2	1.07	10.69	8.17	1.07	0.82
9	86026146	86100149	GOLM1	2.81	28.07	21.94	2.81	2.20
3	168008672	168095924	GOLIM4	0.46	4.56	3.79	0.46	0.38
3	121663201	121751169	GOLGB1	0.10	0.96	0.31	0.10	0.03
15	30131257	30148748	GOLGA8T	0.00	0.02	0	0.00	0.00
15	23354748	23368489	GOLGA8S	0.01	0.05	0	0.01	0.00
15	30400562	30414260	GOLGA8R	0.01	0.07	0.01	0.01	0.00
15	30552050	30565684	GOLGA8Q	0.00	0	0	0.00	0.00
15	32441914	32461753	GOLGA8O	0.00	0.01	0	0.00	0.00
15	32593456	32607310	GOLGA8N	0.00	0.03	0.03	0.00	0.00
15	28698583	28738556	GOLGA8M	0.01	0.12	0.03	0.01	0.00
15	32389599	32403292	GOLGA8K	0.00	0	0	0.00	0.00
15	30082628	30096711	GOLGA8J	0.00	0.02	0.01	0.00	0.00
15	22610353	22617854	GOLGA8IP	0.00	0	0	0.00	0.00
15	30604028	30617752	GOLGA8H	0.00	0.03	0.01	0.00	0.00
15	28519611	28533014	GOLGA8G	0.00	0	0	0.00	0.00
15	28378621	28392021	GOLGA8F	0.00	0	0	0.00	0.00
15	22424673	22438026	GOLGA8EP	0.00	0	0	0.00	0.00
15	23157340	23170783	GOLGA8DP	0.00	0	0	0.00	0.00
15	20562349	20575703	GOLGA8CP	0.00	0	0	0.00	0.00
15	34525095	34583651	GOLGA8B	0.05	0.46	0.27	0.05	0.03
15	34379068	34437808	GOLGA8A	0.10	0.95	0.73	0.10	0.07
10	97849843	97871578	GOLGA7B	0.00	0.01	0.01	0.00	0.00
8	41490396	41510980	GOLGA7	6.14	61.35	50.44	6.14	5.05
15	82429363	82439153	GOLGA6L9	0.02	0.22	0.13	0.02	0.01
15	28841832	28848644	GOLGA6L7	0.00	0.02	0	0.00	0.00
15	20531856	20541800	GOLGA6L6	0.00	0	0	0.00	0.00
15	84506168	84516847	GOLGA6L5P	0.00	0.01	0.03	0.00	0.00
15	84235773	84245358	GOLGA6L4	0.00	0.02	0	0.00	0.00
15	85240351	85247187	GOLGA6L3	0.00	0	0	0.00	0.00
15	22458903	22467626	GOLGA6L22	0.00	0	0	0.00	0.00
15	23439038	23447243	GOLGA6L2	0.00	0	0	0.00	0.00
15	82519590	82526484	GOLGA6L17P	0.00	0	0	0.00	0.00
15	82339993	82349475	GOLGA6L10	0.02	0.18	0.08	0.02	0.01
15	23127066	23136822	GOLGA6L1	0.00	0	0	0.00	0.00
15	75282835	75295530	GOLGA6D	0.00	0	0	0.00	0.00
15	75258334	75273455	GOLGA6C	0.00	0.02	0	0.00	0.00
15	72654697	72669599	GOLGA6B	0.00	0	0	0.00	0.00
15	74069857	74082550	GOLGA6A	0.00	0	0	0.00	0.00
14	92794305	92839947	GOLGA5	1.24	12.34	7.49	1.24	0.75
3	37241791	37244195	GOLGA4-AS1	0.06	0.56	0.4	0.06	0.04
3	37243269	37366879	GOLGA4	0.13	1.31	0.58	0.13	0.06
12	132768913	132829131	GOLGA3	0.61	6.13	3.4	0.61	0.34
19	22596257	22603550	GOLGA2P9	0.00	0	0	0.00	0.00
15	84198848	84230168	GOLGA2P7	0.10	0.97	0.28	0.10	0.03
10	30364327	30371907	GOLGA2P6	0.00	0	0	0.00	0.00
12	100156391	100173343	GOLGA2P5	0.03	0.28	0.06	0.03	0.01
Y	25455311	25460175	GOLGA2P3Y	0.00	0	0	0.00	0.00
Y	24209967	24214831	GOLGA2P2Y	0.00	0	0	0.00	0.00
15	62241721	62257703	GOLGA2P11	0.00	0	0	0.00	0.00
15	82471477	82513999	GOLGA2P10	0.19	1.66	1.91	0.17	0.19
9	128255829	128276007	GOLGA2	0.31	3.06	1.79	0.31	0.18
9	124878275	124941407	GOLGA1	0.16	1.57	0.97	0.16	0.10
12	64713449	64759406	GNS	3.13	31.22	23.49	3.13	2.35
1	145919013	145925341	GNRHR2	0.06	0.56	0.15	0.06	0.02
4	67737118	67754388	GNRHR	0.03	0.25	0.07	0.03	0.01
20	3039061	3045896	GNRH2	0.02	0.21	0.1	0.02	0.01
8	25419258	25425040	GNRH1	0.03	0.28	0.19	0.03	0.02
16	1351931	1364113	GNPTG	0.60	6	4.45	0.60	0.45
12	101745499	101830959	GNPTAB	0.40	3.95	1.85	0.40	0.19
14	52775193	52791607	GNPNAT1	1.17	11.61	11.66	1.16	1.17
4	44701795	44726634	GNPDA2	0.78	7.74	3.12	0.78	0.31
5	142000671	142013027	GNPDA1	2.35	23.51	16.82	2.35	1.68
1	231241210	231277973	GNPAT	2.03	20.29	17.42	2.03	1.74
6	42960754	42963880	GNMT	0.00	0	0	0.00	0.00
2	85694294	85698854	GNLY	0.00	0	0	0.00	0.00
X	54530219	54567289	GNL3L	0.37	3.73	2.86	0.37	0.29
3	52685920	52694497	GNL3	1.33	13.24	11.06	1.33	1.11
1	37566816	37595937	GNL2	1.80	18.02	16.39	1.80	1.64
6	30541381	30557199	GNL1	0.34	3.43	2.98	0.34	0.30
17	49206234	49210574	GNGT2	0.08	0.84	0.73	0.08	0.07
7	93906567	93911265	GNGT1	0.00	0	0	0.00	0.00
19	46633953	46639326	GNG8	0.02	0.19	0.2	0.02	0.02
19	2511219	2702694	GNG7	0.00	0.01	0.01	0.00	0.00
1	84498325	84506581	GNG5	5.32	53.12	42.26	5.32	4.23
1	235547685	235650608	GNG4	0.23	2.25	1.81	0.23	0.18
11	62707255	62709206	GNG3	0.05	0.53	0.33	0.05	0.03
14	51826174	51969800	GNG2	0.17	1.01	1.65	0.10	0.17
19	12687998	12688422	GNG14	0.02	0.19	0	0.02	0.00
16	798041	800734	GNG13	0.01	0.06	0.11	0.01	0.01
1	67832288	68202987	GNG12-AS1	0.01	0.13	0.04	0.01	0.00
1	67701475	67833467	GNG12	5.85	52.44	58.38	5.25	5.85
7	93921735	93928610	GNG11	0.49	4.34	4.87	0.43	0.49
9	111661605	111670226	GNG10	10.47	104.5	86.83	10.47	8.69
9	36214441	36277056	GNE	1.18	11.79	7.14	1.18	0.71
15	52115100	52191392	GNB5	0.62	6.19	3.77	0.62	0.38
3	179396088	179451470	GNB4	0.88	8.74	7.35	0.88	0.74
12	6840922	6847393	GNB3	0.03	0.29	0.03	0.03	0.00
7	100673740	100679169	GNB2	8.17	81.55	66.06	8.17	6.61
22	19783223	19854874	GNB1L	0.09	0.9	0.8	0.09	0.08
1	1785286	1891087	GNB1	6.04	60.36	54.49	6.04	5.46
22	23070519	23125037	GNAZ	0.32	3.24	2.29	0.32	0.23
7	80458635	80512064	GNAT3	0.00	0.04	0	0.00	0.00
1	109603091	109619616	GNAT2	0.01	0.04	0.07	0.00	0.01
3	50191610	50197696	GNAT1	0.00	0	0	0.00	0.00
20	58818918	58850903	GNAS-AS1	0.00	0	0	0.00	0.00
20	58839681	58911192	GNAS	38.96	389.01	332.14	38.96	33.26
9	77716097	78031811	GNAQ	0.85	7.18	8.47	0.72	0.85
16	56092987	56191094	GNAO1-DT	0.00	0	0	0.00	0.00
16	56192617	56194525	GNAO1-AS1	0.00	0	0	0.00	0.00
16	56191489	56357444	GNAO1	0.00	0.02	0	0.00	0.00
18	11689015	11885685	GNAL	0.02	0.13	0.19	0.01	0.02
1	109548615	109600195	GNAI3	1.96	19.61	15.18	1.96	1.52
3	50227068	50259362	GNAI2	1.39	13.92	10.3	1.39	1.03
7	80134831	80226181	GNAI1	0.40	1.73	3.99	0.17	0.40
19	3141576	3155175	GNA15-DT	0.00	0	0	0.00	0.00
19	3136033	3163749	GNA15	0.00	0	0	0.00	0.00
9	77447649	77526762	GNA14-AS1	0.00	0	0	0.00	0.00
9	77423079	77648322	GNA14	0.01	0.12	0.14	0.01	0.01
17	65009289	65056740	GNA13	1.41	14.09	12.89	1.41	1.29
7	2728105	2844308	GNA12	2.04	20.38	15.31	2.04	1.53
19	3094362	3123999	GNA11	1.02	10.15	6.43	1.02	0.64
3	155869430	155944020	GMPS	0.94	9.42	8.82	0.94	0.88
14	24232622	24239242	GMPR2	1.94	19.35	13.13	1.94	1.31
6	16238587	16295549	GMPR	0.56	3.37	5.55	0.34	0.56
3	49719916	49723951	GMPPB	0.61	6.07	3.33	0.61	0.33
2	219498891	219506989	GMPPA	1.25	11.67	12.44	1.17	1.25
6	24774937	24786099	GMNN	3.75	37.41	24.01	3.75	2.40
3	190843271	190864200	GMNC	0.00	0.02	0	0.00	0.00
8	142834801	142846851	GML	0.00	0	0	0.00	0.00
19	19629476	19643657	GMIP	0.04	0.37	0.32	0.04	0.03
19	39328359	39336043	GMFG	0.73	7.26	5.18	0.73	0.52
14	54474485	54488980	GMFB	4.98	49.74	38.83	4.98	3.89
20	63587602	63627101	GMEB2	0.31	3.05	2.31	0.31	0.23
1	28668782	28719353	GMEB1	0.27	2.68	2.36	0.27	0.24
6	2245753	2413591	GMDS-DT	0.02	0.19	0.13	0.02	0.01
6	1623806	2245605	GMDS	0.27	2.57	2.66	0.26	0.27
5	178184505	178187371	GMCL2	0.01	0.1	0.02	0.01	0.00
2	69829660	69881389	GMCL1	1.19	11.88	6.11	1.19	0.61
5	151253185	151270440	GM2A	0.24	2.38	1.38	0.24	0.14
16	4803203	4848032	GLYR1	1.40	13.97	10.39	1.40	1.04
3	52288580	52289733	GLYCTK-AS1	0.01	0	0.06	0.00	0.01
3	52287558	52295257	GLYCTK	0.10	1.01	0.65	0.10	0.07
12	54608187	54610462	GLYCAM1	0.00	0	0	0.00	0.00
6	49499923	49528078	GLYATL3	0.00	0	0	0.00	0.00
11	58834065	58905840	GLYATL2	0.00	0	0	0.00	0.00
11	59086307	59094786	GLYATL1B	0.00	0	0.03	0.00	0.00
11	58905481	58957062	GLYATL1	0.00	0	0	0.00	0.00
11	58708757	58731943	GLYAT	0.00	0	0	0.00	0.00
1	182378098	182391790	GLUL	4.33	25.17	43.21	2.52	4.33
X	121047610	121050094	GLUD2	0.35	3.43	3.45	0.34	0.35
10	73730562	73731771	GLUD1P3	0.05	0.51	0.31	0.05	0.03
10	46759023	46786770	GLUD1P2	0.00	0	0	0.00	0.00
10	87050202	87094843	GLUD1	3.50	34.9	31.63	3.50	3.17
17	4788964	4790589	GLTPD2	0.04	0.4	0.22	0.04	0.02
12	109850945	109880541	GLTP	1.25	12.52	7.93	1.25	0.79
12	103988987	104064437	GLT8D2	0.09	0.59	0.94	0.06	0.09
3	52694486	52705796	GLT8D1	0.94	9.34	7.89	0.94	0.79
9	135623648	135641224	GLT6D1	0.00	0	0	0.00	0.00
12	128853323	128984968	GLT1D1	0.01	0.12	0.05	0.01	0.01
12	56470952	56488161	GLS2	0.00	0	0	0.00	0.00
2	190880821	190965552	GLS	1.37	13.67	13.18	1.37	1.32
14	95535050	95544714	GLRX5	2.86	27.92	28.56	2.80	2.86
10	130136391	130182877	GLRX3	6.86	68.5	53.42	6.86	5.35
1	193096465	193106114	GLRX2	1.64	11.63	16.42	1.16	1.64
5	95813849	95822726	GLRX	0.12	0.9	1.17	0.09	0.12
4	157076146	157172090	GLRB	0.42	2.53	4.21	0.25	0.42
X	103705494	103728495	GLRA4	0.00	0	0	0.00	0.00
4	174636920	174829568	GLRA3	0.00	0.02	0	0.00	0.00
X	14529298	14731812	GLRA2	0.01	0.05	0	0.01	0.00
5	151822513	151924851	GLRA1	0.01	0.06	0.06	0.01	0.01
17	9825508	9894163	GLP2R	0.01	0.03	0.08	0.00	0.01
6	39048781	39091303	GLP1R	0.00	0	0	0.00	0.00
X	48761747	48773648	GLOD5	0.00	0	0	0.00	0.00
17	759321	789830	GLOD4	1.70	17.01	12.65	1.70	1.27
6	38675925	38703145	GLO1	7.72	77.04	59.43	7.72	5.95
1	156292688	156295689	GLMP	0.00	0	0	0.00	0.00
1	92245786	92441936	GLMN	0.80	8.03	4.38	0.80	0.44
9	3898646	3901248	GLIS3-AS1	0.01	0	0.08	0.00	0.01
9	3824127	4310694	GLIS3	0.32	2.58	3.23	0.26	0.32
16	4324648	4328340	GLIS2-AS1	0.00	0	0	0.00	0.00
16	4314761	4339595	GLIS2	0.28	1.54	2.79	0.15	0.28
1	53506237	53739171	GLIS1	0.01	0.1	0.04	0.01	0.00
9	36136536	36163913	GLIPR2	3.54	31.29	35.39	3.13	3.54
12	75391089	75432688	GLIPR1L2	0.00	0	0	0.00	0.00
12	75331834	75370560	GLIPR1L1	0.01	0.07	0	0.01	0.00
12	75480754	75503863	GLIPR1	0.08	0.76	0.39	0.08	0.04
9	39803496	39810159	GLIDR	0.71	7.13	4.88	0.71	0.49
8	143267445	143276931	GLI4	0.11	1.1	0.81	0.11	0.08
7	41960949	42237209	GLI3	0.37	1.41	3.68	0.14	0.37
2	120735868	120992653	GLI2	0.07	0.11	0.71	0.01	0.07
12	57459785	57472451	GLI1	0.08	0.21	0.78	0.02	0.08
16	74447440	74607114	GLG1	0.83	8.29	6.01	0.83	0.60
9	128504692	128542292	GLE1	1.37	13.66	7.88	1.37	0.79
15	51341655	51413365	GLDN	0.00	0.01	0	0.00	0.00
9	6532467	6645729	GLDC	0.00	0	0.02	0.00	0.00
15	69160555	69272209	GLCE	1.46	14.57	8.8	1.46	0.88
7	7949839	7968752	GLCCI1-DT	0.01	0.09	0.05	0.01	0.01
7	7968796	8089080	GLCCI1	0.22	2.21	1.32	0.22	0.13
11	134272716	134325307	GLB1L3	0.00	0.02	0	0.00	0.00
11	134331988	134376324	GLB1L2	0.00	0	0	0.00	0.00
2	219236598	219245444	GLB1L	0.09	0.92	0.9	0.09	0.09
3	32961108	33097146	GLB1	1.22	12.18	8.14	1.22	0.82
X	101397803	101407925	GLA	2.67	26.64	20.79	2.67	2.08
2	68945232	68952893	GKN2	0.00	0	0	0.00	0.00
2	68974636	68980976	GKN1	0.00	0	0	0.00	0.00
X	30700064	30718099	GK-AS1	0.00	0.04	0.01	0.00	0.00
9	83739421	83817769	GKAP1	0.45	4.54	1.99	0.45	0.20
3	142157527	142225592	GK5	0.16	1.58	0.87	0.16	0.09
4	165277792	165280023	GK3P	0.03	0.27	0.2	0.03	0.02
4	79406361	79408228	GK2	0.01	0	0.11	0.00	0.01
X	30653348	30731462	GK	0.27	2.74	1.43	0.27	0.14
6	142133159	142134922	GJE1	0.00	0	0	0.00	0.00
10	35605341	35608935	GJD4	0.00	0	0	0.00	0.00
17	40360652	40364737	GJD3	0.03	0.32	0.18	0.03	0.02
15	34755084	34812923	GJD2-DT	0.02	0.04	0.19	0.00	0.02
15	34751032	34754998	GJD2	0.00	0	0	0.00	0.00
7	99923266	99929620	GJC3	0.01	0	0.06	0.00	0.01
1	228149930	228159826	GJC2	0.02	0.2	0.11	0.02	0.01
17	44794988	44831364	GJC1	0.46	4.64	4.13	0.46	0.41
6	87282978	87329278	GJB7	0.01	0.11	0	0.01	0.00
13	20221962	20232319	GJB6	0.01	0.06	0	0.01	0.00
1	34754777	34758513	GJB5	0.00	0.04	0	0.00	0.00
1	34759740	34762327	GJB4	0.00	0	0	0.00	0.00
1	34781214	34786364	GJB3	0.00	0.03	0	0.00	0.00
13	20187470	20192938	GJB2	0.00	0	0	0.00	0.00
X	71215239	71225516	GJB1	0.00	0	0	0.00	0.00
1	38874069	38881587	GJA9	0.00	0	0	0.00	0.00
1	147902795	147915287	GJA8	0.00	0	0	0.00	0.00
1	147756199	147781127	GJA5	0.00	0	0	0.00	0.00
