Chromosome	Start	End	Gene	TPM	Length
chr7	103651985	103652345	ORC5	1.64	360
chr7	104230601	104231014	ORC5	1.64	413
chr7	105775911	105776412	SYPL1	3.80	501
chr7	108442049	108442491	DLD	2.62	442
chr7	110311445	110311826	LRRN3	0.38	381
chr7	114155140	114155434	MDFIC	0.71	294
chr7	114383927	114384251	MDFIC	0.71	324
chr7	114519242	114519625	MDFIC	0.71	383
chr7	114979475	114979786	MDFIC	0.71	311
chr7	115357212	115357653	MDFIC	0.71	441
chr7	116317290	116317717	CAPZA2	4.47	427
chr7	116734143	116734564	CAPZA2	4.47	421
chr7	116782127	116782593	CAPZA2	4.47	466
chr7	117229175	117229743	CAPZA2	4.47	568
chr7	120583859	120584176	TSPAN12	9.31	317
chr7	120864546	120865021	TSPAN12	9.31	475
chr7	120877676	120878104	TSPAN12	9.31	428
chr7	120927145	120927602	TSPAN12	9.31	457
chr7	121385802	121386165	TSPAN12	9.31	363
chr7	121531489	121531857	TSPAN12	9.31	368
chr7	127862559	127862892	ARF5	9.31	333
chr7	129569663	129570011	ZC3HC1	2.15	348
chr7	129747209	129747525	ZC3HC1	2.15	316
chr7	130356193	130357317	MEST	33.25	1124
chr7	130452828	130453381	MEST	33.25	553
chr7	131627672	131628139	MKLN1	1.34	467
chr7	131824064	131824389	MKLN1	1.34	325
chr7	133703532	133703946	EXOC4	1.45	414
chr7	134032183	134032694	AKR1B1	10.05	511
chr7	135716573	135717218	MTPN	4.04	645
chr7	141362597	141362889	SSBP1	7.65	292
chr7	142373933	142374303	.	.	370
chr7	145092804	145093112	TPK1	0.22	308
chr7	145698813	145699345	TPK1	0.22	532
chr7	151825777	151826160	SMARCD3	3.00	383
chr7	154841850	154842410	INSIG1	2.14	560
chr7	157739032	157739430	DNAJB6	3.90	398
chr7	159211625	159212385	VIPR2	0.32	760
chr8	6733219	6733682	AGPAT5	2.88	463
chr8	8627566	8627907	ERI1	1.35	341
chr8	8664409	8664879	ERI1	1.35	470
chr8	8665082	8665404	ERI1	1.35	322
chr8	8877440	8877847	ERI1	1.35	407
chr8	9136423	9136834	ERI1	1.35	411
chr8	10760896	10761309	PINX1	0.57	413
chr8	14054252	14054524	.	.	272
chr8	19096324	19096645	PSD3	0.51	321
chr8	23356101	23356413	LOXL2	3.10	312
chr8	23922538	23923024	LOXL2	3.10	486
chr8	24221612	24221936	LOXL2	3.10	324
chr8	24222234	24222619	LOXL2	3.10	385
chr8	26451142	26451519	BNIP3L	3.45	377
chr8	27872514	27872978	PBK	5.55	464
chr8	27964661	27965152	PBK	5.55	491
chr8	28776050	28776466	EXTL3	2.59	416
chr8	29770490	29770787	LEPROTL1	1.89	297
chr8	32550523	32550831	FUT10	0.46	308
chr8	33327565	33328023	FUT10	0.46	458
chr8	37504483	37504834	ERLIN2	1.39	351
chr8	41093739	41094318	GOLGA7	6.14	579
chr8	41447534	41447960	GOLGA7	6.14	426
chr8	42720404	42721014	VDAC3	12.24	610
chr8	42736960	42737607	VDAC3	12.24	647
chr8	48580343	48580905	SNAI2	3.26	562
chr8	49233991	49234347	SNAI2	3.26	356
chr8	49704680	49705050	SNAI2	3.26	370
chr8	50056349	50056964	SNTG1	0.13	615
chr8	50127322	50127653	SNTG1	0.13	331
chr8	50411656	50412089	SNTG1	0.13	433
chr8	51084311	51085001	PCMTD1	0.55	690
chr8	51084311	51085001	PCMTD1	0.55	690
chr8	57305355	57305695	.	.	340
chr8	58244457	58244864	FAM110B	2.25	407
chr8	58257192	58257613	FAM110B	2.25	421
chr8	58801494	58801951	NSMAF	0.71	457
chr8	60848097	60848708	RAB2A	1.69	611
chr8	60944129	60944678	RAB2A	1.69	549
chr8	65948580	65949000	ARMC1	3.88	420
chr8	66480038	66480376	COPS5	4.24	338
chr8	68759844	68760268	SULF1	0.57	424
chr8	68776985	68777316	SULF1	0.57	331
chr8	68967594	68968068	SULF1	0.57	474
chr8	68991387	68991746	SULF1	0.57	359
chr8	69587583	69588382	SULF1	0.57	799
chr8	70938530	70938995	MSC	3.58	465
chr8	71142137	71142612	MSC	3.58	475
chr8	71173502	71173857	MSC	3.58	355
chr8	71603447	71603707	MSC	3.58	260
chr8	71832825	71833291	MSC	3.58	466
chr8	74217734	74218059	JPH1	0.21	325
chr8	74236295	74236986	JPH1	0.21	691
chr8	77120201	77120608	PEX2	0.55	407
chr8	80206991	80207344	MRPS28	1.74	353
chr8	83912397	83912819	RALYL	0.42	422
chr8	90859110	90859634	TMEM64	1.17	524
chr8	92072557	92072836	TRIQK	0.74	279
chr8	92607822	92608142	TRIQK	0.74	320
chr8	93404242	93405158	TRIQK	0.74	916
chr8	93518998	93519542	TRIQK	0.74	544
chr8	96520581	96520958	SDC2	11.65	377
chr8	96620023	96620922	SDC2	11.65	899
chr8	96852023	96852342	SDC2	11.65	319
chr8	99283301	99283692	VPS13B	0.25	391
chr8	101301655	101302143	YWHAZ	15.10	488
chr8	101314060	101314525	YWHAZ	15.10	465
chr8	101760113	101760635	YWHAZ	15.10	522
chr8	106857702	106858119	OXR1	0.91	417
chr8	108393280	108393660	EIF3E	7.90	380
chr8	108425968	108426237	EIF3E	7.90	269
chr8	108671416	108671820	EIF3E	7.90	404
chr8	111584797	111585102	.	.	305
chr8	112616433	112616861	CSMD3	0.01	428
chr8	117415428	117415667	MED30	1.38	239
chr8	117713318	117713766	MED30	1.38	448
chr8	117909958	117910335	EXT1	0.42	377
chr8	118099085	118099643	EXT1	0.42	558
chr8	118439653	118440045	EXT1	0.42	392
chr8	120397326	120398083	MRPL13	3.43	757
chr8	120654292	120654770	MRPL13	3.43	478
chr8	120906727	120907182	MRPL13	3.43	455
chr8	122096410	122096921	HAS2-AS1	0.03	511
chr8	122195926	122196401	HAS2-AS1	0.03	475
chr8	122489617	122490009	HAS2-AS1	0.03	392
chr8	122917518	122917948	DERL1	2.52	430
chr8	124638412	124638807	NDUFB9	8.48	395
chr8	125466627	125467062	NSMCE2	2.53	435
chr8	126375331	126375818	.	.	487
chr8	126833312	126834260	MYC	1.11	948
chr8	128176663	128177231	MYC	1.11	568
chr8	128424361	128424744	MYC	1.11	383
chr8	128435689	128436094	MYC	1.11	405
chr8	128957762	128958409	.	.	647
chr8	129276526	129276969	.	.	443
chr8	129321899	129322472	.	.	573
chr8	129641096	129641368	.	.	272
chr8	129644323	129644800	.	.	477
chr8	134912242	134912836	KHDRBS3	1.30	594
chr8	135928312	135928525	KHDRBS3	1.30	213
chr8	135965153	135965480	KHDRBS3	1.30	327
chr8	138563261	138564166	.	.	905
chr8	140987357	140987891	PTK2	1.97	534
chr9	438987	439224	KANK1	0.14	237
chr9	1031757	1032596	DMRT2	3.17	839
chr9	1031757	1032596	DMRT2	3.17	839
chr9	1320020	1320948	DMRT2	3.17	928
chr9	1530746	1531028	DMRT2	3.17	282
chr9	1531417	1531754	DMRT2	3.17	337
chr9	2469752	2470195	SMARCA2	0.45	443
chr9	3855679	3855944	AK3	2.15	265
chr9	4277774	4278033	AK3	2.15	259
chr9	5534450	5534909	PLGRKT	1.90	459
chr9	8733132	8733894	PTPRD	1.39	762
chr9	8809701	8810168	PTPRD	1.39	467
chr9	9214051	9214424	PTPRD	1.39	373
chr9	13181707	13182122	MPDZ	0.42	415
chr9	13705913	13706332	NFIB	1.70	419
chr9	13810448	13811101	NFIB	1.70	653
chr9	14096248	14096861	NFIB	1.70	613
chr9	14395362	14396023	NFIB	1.70	661
chr9	14516951	14517593	NFIB	1.70	642
chr9	14791081	14791604	NFIB	1.70	523
chr9	16136825	16137286	CCDC171	0.11	461
chr9	18437657	18438086	RRAGA	3.51	429
chr9	18976635	18977135	RPS6	59.05	500
chr9	20835677	20836068	FOCAD	0.41	391
chr9	30293257	30293600	.	.	343
chr9	33321020	33321286	DNAJA1	5.89	266
chr9	37676340	37677102	TOMM5	17.29	762
chr9	37994826	37995299	ALDH1B1	6.94	473
chr9	38228721	38229096	ALDH1B1	6.94	375
chr9	38386476	38386989	ALDH1B1	6.94	513
chr9	38673478	38673745	ANKRD18A	0.06	267
chr9	38681672	38682080	ANKRD18A	0.06	408
chr9	69542986	69543380	SMC5	1.02	394
chr9	70564609	70565195	SMC5	1.02	586
chr9	71830849	71831257	ABHD17B	1.10	408
chr9	73847604	73847818	ANXA1	4.75	214
chr9	76701398	76702144	PRUNE2	3.06	746
chr9	77417737	77417974	GNAQ	0.85	237
chr9	79011500	79011924	.	.	424
chr9	79043910	79044285	.	.	375
chr9	79256739	79256976	TLE4	0.96	237
chr9	79610997	79611435	TLE4	0.96	438
chr9	79668013	79668374	TLE4	0.96	361
chr9	79799861	79800316	TLE4	0.96	455
chr9	80012730	80013290	TLE4	0.96	560
chr9	80061838	80062355	TLE4	0.96	517
chr9	80067039	80067490	TLE4	0.96	451
chr9	80798251	80798673	.	.	422
chr9	81493187	81493483	TLE1	1.41	296
chr9	81738038	81738374	TLE1	1.41	336
chr9	81776421	81776795	.	.	374
chr9	81826052	81827073	.	.	1021
chr9	81979087	81979520	.	.	433
chr9	82363727	82364047	RASEF	0.02	320
chr9	82488801	82489158	RASEF	0.02	357
chr9	82613558	82613875	RASEF	0.02	317
chr9	83285880	83286253	IDNK	0.32	373
chr9	84182020	84182650	HNRNPK	12.79	630
chr9	86546619	86547238	GAS1	3.14	619
chr9	86547669	86547965	GAS1	3.14	296
chr9	86549321	86549718	GAS1	3.14	397
chr9	86902900	86903326	GAS1	3.14	426
chr9	86939192	86939836	GAS1	3.14	644
chr9	87160257	87160883	GAS1	3.14	626
chr9	87599993	87600314	CTSL	1.44	321
chr9	88197846	88198184	SPIN1	3.85	338
chr9	88221143	88221783	SPIN1	3.85	640
chr9	89591196	89591692	CKS2	15.86	496
chr9	89677796	89678464	.	.	668
chr9	90002576	90003163	.	.	587
chr9	90103623	90103839	.	.	216
chr9	94860971	94861437	FANCC	0.54	466
chr9	94973332	94973856	FANCC	0.54	524
chr9	95055992	95056307	FANCC	0.54	315
chr9	95383179	95383629	FANCC	0.54	450
chr9	96083615	96083879	FANCC	0.54	264
chr9	98790520	98791063	SEC61B	8.22	543
chr9	100111293	100111696	SEC61B	8.22	403
chr9	101022693	101023115	TEX10	2.32	422
chr9	101274904	101275216	TEX10	2.32	312
chr9	105633396	105633768	NIPSNAP3A	1.71	372
chr9	107138187	107138642	RAD23B	3.69	455
chr9	107685885	107686210	KLF4	0.56	325
chr9	107730626	107731137	KLF4	0.56	511
chr9	107755272	107755657	KLF4	0.56	385
chr9	108271968	108272411	KLF4	0.56	443
chr9	109817639	109818108	TXN	18.78	469
chr9	111572924	111573539	GNG10	10.47	615
chr9	111961619	111962010	GNG10	10.47	391
chr9	112041636	112042259	GNG10	10.47	623
chr9	114985984	114986569	ATP6V1G1	3.83	585
chr9	115250421	115251042	ATP6V1G1	3.83	621
chr9	116213726	116213939	TRIM32	1.08	213
chr9	117772947	117773292	ASTN2	0.22	345
chr9	118455757	118456215	BRINP1	1.36	458
chr9	118643144	118643551	BRINP1	1.36	407
chr9	118959368	118959830	BRINP1	1.36	462
chr9	120730661	120731076	RAB14	2.09	415
chr9	121399542	121400030	RAB14	2.09	488
chr9	123074168	123074457	RC3H2	2.13	289
chr9	126503381	126503594	MAPKAP1	2.89	213
chr9	126643004	126643270	MAPKAP1	2.89	266
chr9	128995498	128996264	SET	14.92	766
chr9	129694295	129694594	DOLPP1	2.61	299
chr9	130119145	130119675	TOR1A	2.38	530
chr9	130303509	130303857	GPR107	1.76	348
chr9	130421745	130422188	ASS1	24.53	443
chr9	130471459	130471735	ASS1	24.53	276
chr9	130479199	130479628	ASS1	24.53	429
chr9	130672330	130673054	ASS1	24.53	724
chr9	131624679	131625299	UCK1	1.94	620
chr9	131839673	131840124	MED27	2.44	451
chrX	13476509	13476810	TMSB4X	34.78	301
chrX	26670511	26670953	.	.	442
chrX	34879935	34880177	TMEM47	3.96	242
chrX	40504788	40505186	ATP6AP2	2.72	398
chrX	43357705	43358140	.	.	435
chrX	44667789	44668059	FUNDC1	1.98	270
chrX	49960063	49960573	CLCN5	2.43	510
chrX	50700931	50701411	SHROOM4	0.01	480
chrX	54640704	54641118	MAGED2	6.60	414
chrX	67588310	67588630	AR	0.20	320
chrX	69238388	69238989	PJA1	1.75	601
chrX	70806135	70806492	SLC7A3	0.08	357
chrX	74438630	74439157	SLC16A2	0.97	527
chrX	78573628	78574065	LPAR4	0.42	437
chrX	78650954	78651340	LPAR4	0.42	386
chrX	81586077	81586593	.	.	516
chrX	81890448	81890771	.	.	323
chrX	84335099	84335453	APOOL	0.68	354
chrX	100317048	100317557	PCDH19	0.12	509
chrX	105150343	105150815	IL1RAPL2	1.63	472
chrX	105754589	105754823	IL1RAPL2	1.63	234
chrX	105758662	105759161	IL1RAPL2	1.63	499
chrX	105872771	105873365	NRK	0.05	594
chrX	108055726	108056021	PRPS1	5.46	295
chrX	111181984	111182402	ALG13	0.95	418
chrX	111349122	111349467	ALG13	0.95	345
chrX	118100133	118100468	KLHL13	4.68	335
chrX	118261171	118261499	KLHL13	4.68	328
chrX	118534744	118535075	IL13RA1	0.86	331
chrX	122565962	122566422	.	.	460
chrX	128744005	128744346	SMARCA1	1.51	341
chrX	130699662	130699932	RBMX2	1.40	270
chrX	131614517	131614745	FIRRE	0.86	228
chrX	131895116	131895361	RAP2C	2.52	245
chrX	131901404	131902170	RAP2C	2.52	766
chrX	132750931	132751574	HS6ST2	3.74	643
chrX	133813964	133814402	PHF6	2.09	438
chrX	133864163	133864655	PHF6	2.09	492
chrX	133881003	133881354	PHF6	2.09	351
chrX	133923500	133923938	PHF6	2.09	438
chrX	134585378	134585857	HPRT1	3.74	479
chrX	136214498	136215051	FHL1	3.96	553
chrX	141220712	141220986	LDOC1	0.53	274
chrX	143754228	143754546	SLITRK4	0.03	318
chrX	147894404	147894701	FMR1	2.26	297
chrX	149259213	149259561	IDS	0.64	348
